pde,algorithm,n_obs,obs_noise,n_seeds,f1_l2_mean,f1_l2_std,f2_res_mean,f2_res_std,f3_budget_mean,f3_budget_std
cylinder_wake,grid,200.0,0.0,3,0.4973978300889333,0.008413287846261146,0.03504867140307195,0.020011822136614593,400.0,82.80786712108251
