pde,algorithm,n_obs,obs_noise,lam_data,lam_pde,n_collocation,balancer,f1_l2_error,f2_pde_residual,f3_data_budget,hidden_dim,n_layers,seed
poisson,grid,0.0,0.0,1.0,0.1,100.0,fixed,0.08420027792453766,0.1423458755016327,100.0,50.0,4.0,3
poisson,grid,0.0,0.0,1.0,0.1,200.0,fixed,0.001392537378706038,0.05214604362845421,200.0,50.0,4.0,3
poisson,grid,0.0,0.0,1.0,0.1,300.0,fixed,0.0014335962478071451,0.07931528985500336,300.0,50.0,4.0,3
poisson,grid,0.0,0.0,1.0,1.0,100.0,fixed,0.007544594816863537,0.06213485077023506,100.0,50.0,4.0,3
poisson,grid,0.0,0.0,1.0,1.0,200.0,fixed,0.013921577483415604,0.08230726420879364,200.0,50.0,4.0,3
poisson,grid,0.0,0.0,1.0,1.0,300.0,fixed,0.006167942192405462,0.046262674033641815,300.0,50.0,4.0,3
poisson,grid,0.0,0.0,1.0,10.0,100.0,fixed,0.3171541690826416,0.01941000483930111,100.0,50.0,4.0,3
poisson,grid,0.0,0.0,1.0,10.0,200.0,fixed,0.04055556282401085,0.034230612218379974,200.0,50.0,4.0,3
poisson,grid,0.0,0.0,1.0,10.0,300.0,fixed,0.05773778259754181,0.0322936475276947,300.0,50.0,4.0,3
poisson,grid,0.0,0.0,10.0,0.1,100.0,fixed,0.014297121204435825,0.06696547567844391,100.0,50.0,4.0,3
poisson,grid,0.0,0.0,10.0,0.1,200.0,fixed,0.01690804585814476,0.05215155705809593,200.0,50.0,4.0,3
poisson,grid,0.0,0.0,10.0,0.1,300.0,fixed,0.020774584263563156,0.06760663539171219,300.0,50.0,4.0,3
poisson,grid,0.0,0.0,10.0,1.0,100.0,fixed,0.0011164185125380754,0.039435263723134995,100.0,50.0,4.0,3
poisson,grid,0.0,0.0,10.0,1.0,200.0,fixed,0.0006396777462214231,0.029769200831651688,200.0,50.0,4.0,3
poisson,grid,0.0,0.0,10.0,1.0,300.0,fixed,0.0004649359034374356,0.0379813015460968,300.0,50.0,4.0,3
