pde,algorithm,n_obs,obs_noise,n_seeds,f1_l2_mean,f1_l2_std,f2_res_mean,f2_res_std,f3_budget_mean,f3_budget_std
burgers,grid_relobralo,50.0,0.0,3,0.4805122575861351,0.03750516489141697,0.06644062987632221,0.011419949193975812,250.0,86.60254037844386
