pde,algorithm,n_obs,obs_noise,n_seeds,f1_l2_mean,f1_l2_std,f2_res_mean,f2_res_std,f3_budget_mean,f3_budget_std
cylinder_wake,grid,50.0,0.0,3,0.5243617966771126,0.024656235094863053,0.038974976581003934,0.02410032566184516,250.0,82.80786712108251
