pde,algorithm,n_obs,obs_noise,balancer,hidden_dim,n_layers,n_seeds,lam_data_mean,lam_data_std,lam_data_min,lam_data_max,lam_pde_mean,lam_pde_std,lam_pde_min,lam_pde_max,n_collocation_mean,n_collocation_std,n_collocation_min,n_collocation_max,f1_l2_error_mean,f1_l2_error_std,f1_l2_error_min,f1_l2_error_max,f2_pde_residual_mean,f2_pde_residual_std,f2_pde_residual_min,f2_pde_residual_max,f3_data_budget_mean,f3_data_budget_std,f3_data_budget_min,f3_data_budget_max
burgers,grid,20.0,0.1,fixed,50.0,4.0,60,5.5,4.537975356806497,1.0,10.0,5.5,4.537975356806497,1.0,10.0,200.0,82.33869695926182,100.0,300.0,0.49584160563113816,0.10237873270364603,0.3210621074757693,0.722540264239964,0.10423388285562396,0.08538052483201747,0.021302534267306328,0.31732162833213806,220.0,82.33869695926182,120.0,320.0
