pde,algorithm,n_obs,obs_noise,n_seeds,f1_l2_mean,f1_l2_std,f2_res_mean,f2_res_std,f3_budget_mean,f3_budget_std
cylinder_wake,grid_relobralo,50.0,0.0,3,0.5095703469382392,0.03249834493543456,0.026846359587377973,0.002524677481744166,250.0,86.60254037844386
