pde,algorithm,n_obs,obs_noise,n_seeds,f1_l2_mean,f1_l2_std,f2_res_mean,f2_res_std,f3_budget_mean,f3_budget_std
burgers,nsga3,0,0.0,3,0.49615746518087095,0.19014785237744872,0.034590126015245914,0.016099304900857626,190.3846153846154,135.69361226769817
