pde,algorithm,n_obs,obs_noise,n_seeds,f1_l2_mean,f1_l2_std,f2_res_mean,f2_res_std,f3_budget_mean,f3_budget_std
burgers,baseline_fixed,0,0.0,3,0.44573210814726516,0.05301091802437898,0.3071496784687042,0.028074335768230246,200.0,0.0
