pde,algorithm,n_obs,obs_noise,n_seeds,f1_l2_mean,f1_l2_std,f2_res_mean,f2_res_std,f3_budget_mean,f3_budget_std
burgers,grid,100.0,0.0,3,0.43240411107149035,0.1012714099237443,0.09638891115577684,0.07651578128249728,300.0,82.80786712108251
