pde,algorithm,n_obs,obs_noise,n_seeds,f1_l2_mean,f1_l2_std,f2_res_mean,f2_res_std,f3_budget_mean,f3_budget_std
cylinder_wake,grid_gradnorm,200.0,0.0,3,0.5133894715044234,0.010979207443187342,0.009703038234470619,0.007517466090171003,400.0,86.60254037844386
