pde,algorithm,n_obs,obs_noise,lam_data,lam_pde,n_collocation,f1_l2_error,f2_pde_residual,f3_data_budget,seed
burgers,moead,0,0.0,3.0302463512165403,4.350007559926937,50,0.385126404599947,0.0404919199645519,50.0,0
burgers,moead,0,0.0,3.0302463512165403,4.350007559926937,50,0.385126404599947,0.0404919199645519,50.0,0
burgers,moead,0,0.0,3.0302463512165403,4.350007559926937,50,0.385126404599947,0.0404919199645519,50.0,0
burgers,moead,0,0.0,3.0302463512165403,4.350007559926937,50,0.385126404599947,0.0404919199645519,50.0,0
burgers,moead,0,0.0,3.0302463512165403,4.350007559926937,50,0.385126404599947,0.0404919199645519,50.0,0
burgers,moead,0,0.0,3.0302463512165403,4.350007559926937,50,0.385126404599947,0.0404919199645519,50.0,0
burgers,moead,0,0.0,3.0302463512165403,4.350007559926937,50,0.385126404599947,0.0404919199645519,50.0,0
burgers,moead,0,0.0,3.0302463512165403,4.350007559926937,50,0.385126404599947,0.0404919199645519,50.0,0
burgers,moead,0,0.0,3.0302463512165403,4.350007559926937,50,0.385126404599947,0.0404919199645519,50.0,0
burgers,moead,0,0.0,3.0302463512165403,4.350007559926937,50,0.385126404599947,0.0404919199645519,50.0,0
burgers,moead,0,0.0,3.0302463512165403,4.350007559926937,50,0.385126404599947,0.0404919199645519,50.0,0
burgers,moead,0,0.0,3.0302463512165403,4.350007559926937,50,0.385126404599947,0.0404919199645519,50.0,0
burgers,moead,0,0.0,3.0302463512165403,4.350007559926937,50,0.385126404599947,0.0404919199645519,50.0,0
burgers,moead,0,0.0,3.0302463512165403,4.350007559926937,50,0.385126404599947,0.0404919199645519,50.0,0
burgers,moead,0,0.0,3.0302463512165403,4.350007559926937,50,0.385126404599947,0.0404919199645519,50.0,0
burgers,moead,0,0.0,5.118704425377867,9.504686499563029,115,0.5266559958979672,0.0583984963595867,115.0,1
burgers,moead,0,0.0,5.721157860812641,4.324399520161129,165,0.4401818803545128,0.0820386335253715,165.0,1
burgers,moead,0,0.0,5.721157860812641,4.324399520161129,165,0.4401818803545128,0.0820386335253715,165.0,1
burgers,moead,0,0.0,5.721157860812641,4.324399520161129,165,0.4401818803545128,0.0820386335253715,165.0,1
burgers,moead,0,0.0,5.721157860812641,4.324399520161129,165,0.4401818803545128,0.0820386335253715,165.0,1
burgers,moead,0,0.0,5.721157860812641,4.324399520161129,165,0.4401818803545128,0.0820386335253715,165.0,1
burgers,moead,0,0.0,7.272725726838392,0.9281748792191568,51,0.2364942943479235,0.0962613597512245,51.0,2
burgers,moead,0,0.0,7.272725726838392,0.9281748792191568,50,0.4424218049379332,0.3080140352249145,50.0,2
burgers,moead,0,0.0,7.272725726838392,0.9281748792191568,50,0.4424218049379332,0.3080140352249145,50.0,2
burgers,moead,0,0.0,7.272725726838392,0.9281748792191568,50,0.4424218049379332,0.3080140352249145,50.0,2
burgers,moead,0,0.0,7.272725726838392,0.9281748792191568,50,0.4424218049379332,0.3080140352249145,50.0,2
burgers,moead,0,0.0,7.272725726838392,0.9281748792191568,50,0.4424218049379332,0.3080140352249145,50.0,2
burgers,moead,0,0.0,7.272725726838392,0.9281748792191568,50,0.4424218049379332,0.3080140352249145,50.0,2
burgers,moead,0,0.0,7.272725726838392,0.9281748792191568,50,0.4424218049379332,0.3080140352249145,50.0,2
burgers,moead,0,0.0,7.272725726838392,0.9281748792191568,50,0.4424218049379332,0.3080140352249145,50.0,2
burgers,moead,0,0.0,7.272725726838392,0.9281748792191568,50,0.4424218049379332,0.3080140352249145,50.0,2
burgers,moead,0,0.0,7.272725726838392,0.9281748792191568,50,0.4424218049379332,0.3080140352249145,50.0,2
burgers,moead,0,0.0,7.272725726838392,0.9281748792191568,50,0.4424218049379332,0.3080140352249145,50.0,2
burgers,moead,0,0.0,7.272725726838392,0.9281748792191568,50,0.4424218049379332,0.3080140352249145,50.0,2
burgers,moead,0,0.0,7.272725726838392,0.9281748792191568,50,0.4424218049379332,0.3080140352249145,50.0,2
burgers,moead,0,0.0,7.272725726838392,0.9281748792191568,50,0.4424218049379332,0.3080140352249145,50.0,2
burgers,moead,0,0.0,5.959681608877505,6.9025006869858085,50,0.27547942994409785,0.03162875771522522,50.0,3
burgers,moead,0,0.0,5.959681608877505,6.9025006869858085,50,0.27547942994409785,0.03162875771522522,50.0,3
burgers,moead,0,0.0,5.959681608877505,6.9025006869858085,50,0.27547942994409785,0.03162875771522522,50.0,3
burgers,moead,0,0.0,5.959681608877505,6.9025006869858085,50,0.27547942994409785,0.03162875771522522,50.0,3
burgers,moead,0,0.0,5.983043672763745,6.9067245485631945,50,0.32403718331397857,0.021543974056839943,50.0,3
burgers,moead,0,0.0,5.983043672763745,6.9067245485631945,50,0.32403718331397857,0.021543974056839943,50.0,3
