pde,seed,n_pareto_points,static_fuzzy_balanced_loss,evolved_fuzzy_balanced_loss,efs_improvement_abs,efs_improvement_pct,efs_better,static_f1_l2_error,static_f2_pde_residual,static_f3_data_budget,evolved_f1_l2_error,evolved_f2_pde_residual,evolved_f3_data_budget,pareto_hypervolume,pareto_hypervolume_nadir_f1,pareto_hypervolume_nadir_f2,pareto_hypervolume_nadir_f3,pareto_spacing
burgers,42,2,1.0063967304241115,1.0043723593019973,0.002024371122114177,0.20115040728133873,True,0.6155824021652855,0.024090640246868134,100.0,0.3741802882515673,0.06305564194917679,100.0,1.9507952237694442e-11,0.6397226135566573,0.06695214211940766,100.000000001,0.0
burgers,99,4,1.0064906302278964,1.00523689178486,0.001253738443036445,0.12456533676349925,True,0.6273600030524418,0.021703019738197327,100.0,0.4380019211375176,0.08568725734949112,100.0,4.940780825196911,0.6488734331449961,0.27517778128385545,210.0,43.26603592785739
