pde,n_seeds,n_pareto_points_mean,n_pareto_points_std,n_pareto_points_min,n_pareto_points_max,static_fuzzy_balanced_loss_mean,static_fuzzy_balanced_loss_std,static_fuzzy_balanced_loss_min,static_fuzzy_balanced_loss_max,evolved_fuzzy_balanced_loss_mean,evolved_fuzzy_balanced_loss_std,evolved_fuzzy_balanced_loss_min,evolved_fuzzy_balanced_loss_max,efs_improvement_abs_mean,efs_improvement_abs_std,efs_improvement_abs_min,efs_improvement_abs_max,efs_improvement_pct_mean,efs_improvement_pct_std,efs_improvement_pct_min,efs_improvement_pct_max,efs_better_mean,efs_better_std,efs_better_min,efs_better_max,static_f1_l2_error_mean,static_f1_l2_error_std,static_f1_l2_error_min,static_f1_l2_error_max,static_f2_pde_residual_mean,static_f2_pde_residual_std,static_f2_pde_residual_min,static_f2_pde_residual_max,static_f3_data_budget_mean,static_f3_data_budget_std,static_f3_data_budget_min,static_f3_data_budget_max,evolved_f1_l2_error_mean,evolved_f1_l2_error_std,evolved_f1_l2_error_min,evolved_f1_l2_error_max,evolved_f2_pde_residual_mean,evolved_f2_pde_residual_std,evolved_f2_pde_residual_min,evolved_f2_pde_residual_max,evolved_f3_data_budget_mean,evolved_f3_data_budget_std,evolved_f3_data_budget_min,evolved_f3_data_budget_max,pareto_hypervolume_mean,pareto_hypervolume_std,pareto_hypervolume_min,pareto_hypervolume_max,pareto_hypervolume_nadir_f1_mean,pareto_hypervolume_nadir_f1_std,pareto_hypervolume_nadir_f1_min,pareto_hypervolume_nadir_f1_max,pareto_hypervolume_nadir_f2_mean,pareto_hypervolume_nadir_f2_std,pareto_hypervolume_nadir_f2_min,pareto_hypervolume_nadir_f2_max,pareto_hypervolume_nadir_f3_mean,pareto_hypervolume_nadir_f3_std,pareto_hypervolume_nadir_f3_min,pareto_hypervolume_nadir_f3_max,pareto_spacing_mean,pareto_spacing_std,pareto_spacing_min,pareto_spacing_max
burgers,2,3.0,1.4142135623730951,2,4,1.006443680326004,6.639718800841441e-05,1.0063967304241115,1.0064906302278964,1.0048046255434286,0.000611316781188235,1.0043723593019973,1.00523689178486,0.001639054782575311,0.0005449195931798206,0.001253738443036445,0.002024371122114177,0.162857872022419,0.05415382270081424,0.12456533676349925,0.20115040728133873,1.0,0.0,True,True,0.6214712026088636,0.008328021453416911,0.6155824021652855,0.6273600030524418,0.02289682999253273,0.0016883026525812016,0.021703019738197327,0.024090640246868134,100.0,0.0,100.0,100.0,0.40609110469454246,0.04512870940005385,0.3741802882515673,0.4380019211375176,0.07437144964933395,0.016002968718768166,0.06305564194917679,0.08568725734949112,100.0,0.0,100.0,100.0,2.4703904126082095,3.493659625839408,1.9507952237694442e-11,4.940780825196911,0.6442980233508266,0.006470606584329095,0.6397226135566573,0.6488734331449961,0.17106496170163155,0.1472377614700842,0.06695214211940766,0.27517778128385545,155.0000000005,77.78174592981313,100.000000001,210.0,21.633017963928694,30.593707399648757,0.0,43.26603592785739
