metric,n_seeds,static_mean,static_std,evolved_mean,evolved_std,mean_abs_improvement,mean_rel_improvement_pct,n_seeds_efs_better,wilcoxon_statistic,wilcoxon_p_value,significant_at_0.05,interpretation,pareto_hypervolume_mean,pareto_hypervolume_std,pareto_spacing_mean,pareto_spacing_std,nadir_f1_mean,nadir_f2_mean,nadir_f3_mean
balanced_loss,2,1.006443680326004,4.694990189246795e-05,1.0048046255434286,0.00043226624143133385,0.001639054782575311,0.162857872022419,2,0.0,0.5,False,No significant difference (p=0.5000 >= 0.05),2.4703904126082095,2.4703904125887015,21.633017963928694,21.633017963928694,0.6442980233508266,0.17106496170163155,155.0000000005
