pde,algorithm,n_obs,obs_noise,lam_data,lam_pde,n_collocation,balancer,f1_l2_error,f2_pde_residual,f3_data_budget,hidden_dim,n_layers,seed
burgers,grid,20.0,0.01,1.0,1.0,300.0,fixed,0.4672629626684355,0.06775455176830292,320.0,50.0,4.0,4
burgers,grid,20.0,0.01,1.0,10.0,100.0,fixed,0.5945225864535288,0.02708880975842476,120.0,50.0,4.0,4
burgers,grid,20.0,0.01,1.0,10.0,200.0,fixed,0.7015501807589197,0.028381723910570145,220.0,50.0,4.0,4
burgers,grid,20.0,0.01,1.0,10.0,300.0,fixed,0.6480840402327446,0.026820452883839607,320.0,50.0,4.0,4
burgers,grid,20.0,0.01,10.0,1.0,100.0,fixed,0.4874014356483577,0.2723631262779236,120.0,50.0,4.0,4
burgers,grid,20.0,0.01,10.0,1.0,200.0,fixed,0.3842223287832825,0.21362261474132538,220.0,50.0,4.0,4
burgers,grid,20.0,0.01,10.0,1.0,300.0,fixed,0.3740760028683809,0.22145889699459076,320.0,50.0,4.0,4
burgers,grid,20.0,0.01,10.0,10.0,100.0,fixed,0.3915587639271334,0.07752837985754013,120.0,50.0,4.0,4
burgers,grid,20.0,0.01,10.0,10.0,200.0,fixed,0.33657773991690704,0.08081962913274765,220.0,50.0,4.0,4
burgers,grid,20.0,0.01,10.0,10.0,300.0,fixed,0.4782352128952934,0.09382198750972748,320.0,50.0,4.0,4
