pde,algorithm,n_obs,obs_noise,lam_data,lam_pde,n_collocation,balancer,hidden_dim,n_layers,experiment,n_seeds,f1_l2_error_mean,f1_l2_error_std,f1_l2_error_min,f1_l2_error_max,f2_pde_residual_mean,f2_pde_residual_std,f2_pde_residual_min,f2_pde_residual_max,f3_data_budget_mean,f3_data_budget_std,f3_data_budget_min,f3_data_budget_max
burgers,grid,20.0,0.01,10.0,1.0,300.0,fixed,50.0,4.0,burgers_grid_noisy_s01,5,0.41612293162464403,0.0762183212693676,0.3608206890413382,0.5482136525208136,0.2579414933919907,0.0450165075506576,0.2191240191459655,0.330394446849823,320.0,0.0,320.0,320.0
burgers,grid,20.0,0.01,10.0,10.0,100.0,fixed,50.0,4.0,burgers_grid_noisy_s01,5,0.4420861297214761,0.08081453395165701,0.3242652967066594,0.5077747763679583,0.07253735661506648,0.011715677193386629,0.05784697458148,0.0838893204927444,120.0,0.0,120.0,120.0
burgers,grid,20.0,0.01,10.0,10.0,200.0,fixed,50.0,4.0,burgers_grid_noisy_s01,5,0.4941058334678231,0.13431134051343188,0.336577739916907,0.706782972917586,0.08536074608564372,0.010522337400433023,0.07183388620615,0.1003220826387405,220.0,0.0,220.0,220.0
burgers,grid,20.0,0.01,10.0,10.0,300.0,fixed,50.0,4.0,burgers_grid_noisy_s01,5,0.4348229529364014,0.07755986475999009,0.3026833049607803,0.5017210067155115,0.08157734125852581,0.009544027375335598,0.0710443407297134,0.0938219875097274,320.0,0.0,320.0,320.0
burgers,grid,20.0,0.05,1.0,1.0,100.0,fixed,50.0,4.0,burgers_grid_noisy_s05,5,0.34707942328917996,0.13882856734585672,0.2036283425970811,0.4976121116121517,0.01841686274856326,0.010739362499260708,0.0121526541188359,0.037549864500761,120.0,0.0,120.0,120.0
burgers,grid,20.0,0.05,1.0,1.0,200.0,fixed,50.0,4.0,burgers_grid_noisy_s05,5,0.38044235989876746,0.19724940942585845,0.2196974642433646,0.6623103018969756,0.024870184808969464,0.005751081904815703,0.0180053431540727,0.0310982558876276,220.0,0.0,220.0,220.0
burgers,grid,20.0,0.05,1.0,1.0,300.0,fixed,50.0,4.0,burgers_grid_noisy_s05,5,0.38389981518247757,0.1336779404458824,0.2311968110669181,0.5669484226708696,0.04045956693589684,0.03247963690215298,0.0136644747108221,0.0893698558211326,320.0,0.0,320.0,320.0
burgers,grid,20.0,0.05,1.0,10.0,100.0,fixed,50.0,4.0,burgers_grid_noisy_s05,5,0.4143763540552928,0.08833858037914337,0.3220213933196583,0.5141823384564871,0.019612390734255254,0.01146580560397891,0.0128996763378381,0.0399347692728042,120.0,0.0,120.0,120.0
burgers,grid,20.0,0.05,1.0,10.0,200.0,fixed,50.0,4.0,burgers_grid_noisy_s05,5,0.453800885870668,0.05727319913117497,0.3627991193420596,0.5022987772788731,0.015494891442358421,0.005068081270236569,0.0097849061712622,0.0225406475365161,220.0,0.0,220.0,220.0
burgers,grid,20.0,0.05,1.0,10.0,300.0,fixed,50.0,4.0,burgers_grid_noisy_s05,5,0.48307154840376265,0.06437743394998993,0.380138010450825,0.5532409803319039,0.016693678498268062,0.0018080496639065198,0.013633195310831,0.0182894710451364,320.0,0.0,320.0,320.0
burgers,grid,20.0,0.05,10.0,1.0,100.0,fixed,50.0,4.0,burgers_grid_noisy_s05,5,0.4059902183439039,0.20216671720585047,0.2010974546951053,0.6939330281601792,0.03270524665713306,0.010501800516646176,0.0274019259959459,0.0514247566461563,120.0,0.0,120.0,120.0
burgers,grid,20.0,0.05,10.0,1.0,200.0,fixed,50.0,4.0,burgers_grid_noisy_s05,5,0.43683397513149663,0.14292732967138017,0.2609645148827048,0.6187898116288438,0.05919302925467486,0.020383832300303547,0.0364698953926563,0.0807045102119445,220.0,0.0,220.0,220.0
burgers,grid,20.0,0.05,10.0,1.0,300.0,fixed,50.0,4.0,burgers_grid_noisy_s05,5,0.3349035501227296,0.11772246292664734,0.2134932668960728,0.4937684457441694,0.06567608267068857,0.019218258556579167,0.0482899695634841,0.0878182202577591,320.0,0.0,320.0,320.0
burgers,grid,20.0,0.05,10.0,10.0,100.0,fixed,50.0,4.0,burgers_grid_noisy_s05,5,0.3142193185214301,0.1032816224931715,0.1717252626132255,0.4509124229833043,0.01994255539029832,0.005871267116613545,0.0127069978043437,0.0261216387152671,120.0,0.0,120.0,120.0
burgers,grid,20.0,0.05,10.0,10.0,200.0,fixed,50.0,4.0,burgers_grid_noisy_s05,5,0.4413945346690852,0.1059010867705963,0.3589491952498814,0.6198474509802151,0.029618920385837477,0.008479267290735571,0.0162149537354707,0.0394168719649314,220.0,0.0,220.0,220.0
burgers,grid,20.0,0.05,10.0,10.0,300.0,fixed,50.0,4.0,burgers_grid_noisy_s05,5,0.3287201283732628,0.12288373500084984,0.2076403046000627,0.4738482128787081,0.029528880119323676,0.0074255920529607096,0.0180358160287141,0.0382139533758163,320.0,0.0,320.0,320.0
burgers,grid,20.0,0.1,1.0,1.0,100.0,fixed,50.0,4.0,burgers_grid_noisy_s10,5,0.42772878046839624,0.07895713205525068,0.3260804505753051,0.5323911807184393,0.05045680478215212,0.006989016552108457,0.0428296029567718,0.0616211332380771,120.0,0.0,120.0,120.0
burgers,grid,20.0,0.1,1.0,1.0,200.0,fixed,50.0,4.0,burgers_grid_noisy_s10,5,0.4776637542244063,0.11000603278242568,0.3909098032692158,0.6691290217521206,0.07257538437843317,0.009902657857605204,0.056539386510849,0.0825357809662818,220.0,0.0,220.0,220.0
burgers,grid,20.0,0.1,1.0,1.0,300.0,fixed,50.0,4.0,burgers_grid_noisy_s10,5,0.4806306068738258,0.06008553667289433,0.4260158280705695,0.576386961466645,0.07849073857069011,0.006920035904919909,0.071190670132637,0.0885695442557334,320.0,0.0,320.0,320.0
burgers,grid,20.0,0.1,1.0,10.0,100.0,fixed,50.0,4.0,burgers_grid_noisy_s10,5,0.5685680736996048,0.03507760433405757,0.5107757963899443,0.6012672776514916,0.026970837265253,0.0019595137588140025,0.024320863187313,0.029758920893073,120.0,0.0,120.0,120.0
burgers,grid,20.0,0.1,1.0,10.0,200.0,fixed,50.0,4.0,burgers_grid_noisy_s10,5,0.6376544883896782,0.05514800669886236,0.5678115146726777,0.7081151144170088,0.02491717971861358,0.0024041967509954515,0.0224140975624322,0.0278232619166374,220.0,0.0,220.0,220.0
burgers,grid,20.0,0.1,1.0,10.0,300.0,fixed,50.0,4.0,burgers_grid_noisy_s10,5,0.6378616964869261,0.050166131596130016,0.5934893367692667,0.722540264239964,0.024470177292823764,0.003028904097444385,0.0213025342673063,0.0289095751941204,320.0,0.0,320.0,320.0
burgers,grid,20.0,0.1,10.0,1.0,100.0,fixed,50.0,4.0,burgers_grid_noisy_s10,5,0.4541974145376691,0.07323823538163499,0.3361932073868097,0.5385006327533434,0.23515806496143338,0.034643538189009455,0.2110464870929718,0.29600590467453,120.0,0.0,120.0,120.0
burgers,grid,20.0,0.1,10.0,1.0,200.0,fixed,50.0,4.0,burgers_grid_noisy_s10,5,0.4499508084159598,0.09958738528522344,0.375748126333752,0.6223501700725195,0.23828644454479217,0.0342065060798528,0.1927016675472259,0.2735852003097534,220.0,0.0,220.0,220.0
burgers,grid,20.0,0.1,10.0,1.0,300.0,fixed,50.0,4.0,burgers_grid_noisy_s10,5,0.4196741605459956,0.07738882190782052,0.3720718381695296,0.5559067110954499,0.25406568348407743,0.04050043385915056,0.214755043387413,0.317321628332138,320.0,0.0,320.0,320.0
burgers,grid,20.0,0.1,10.0,10.0,100.0,fixed,50.0,4.0,burgers_grid_noisy_s10,5,0.4414311923183948,0.07931582627186856,0.3332659941172636,0.5086495731936909,0.07770841717720027,0.014638794106868873,0.0637732669711113,0.0992577522993087,120.0,0.0,120.0,120.0
burgers,grid,20.0,0.1,10.0,10.0,200.0,fixed,50.0,4.0,burgers_grid_noisy_s10,5,0.5149039783915339,0.09842680130084792,0.4430642707975529,0.6874848525596038,0.08422340154647824,0.012370705461959631,0.070925235748291,0.0997231677174568,220.0,0.0,220.0,220.0
burgers,grid,20.0,0.1,10.0,10.0,300.0,fixed,50.0,4.0,burgers_grid_noisy_s10,5,0.4398343132212668,0.07089126108778988,0.3210621074757693,0.5019960948689718,0.0834834605455398,0.009457877529379358,0.0692732632160186,0.0937253981828689,320.0,0.0,320.0,320.0
burgers,grid_gradnorm,0.0,0.0,1.0,1.0,100.0,gradnorm,50.0,4.0,burgers_grid_gradnorm,5,0.9010831347438275,0.10890020900370004,0.7283912460837763,1.0081163347222233,0.015289616188965679,0.02632572728840549,0.0011642928002402,0.0622282698750495,100.0,0.0,100.0,100.0
burgers,grid_gradnorm,0.0,0.0,1.0,1.0,200.0,gradnorm,50.0,4.0,burgers_grid_gradnorm,5,0.9631575398450586,0.11032828592711746,0.8302985790212883,1.1179155144347506,0.00579651212319726,0.005533590629391387,0.001322051975876,0.0151144694536924,200.0,0.0,200.0,200.0
burgers,grid_gradnorm,0.0,0.0,1.0,1.0,300.0,gradnorm,50.0,4.0,burgers_grid_gradnorm,5,0.9586056121503805,0.0682558262557469,0.8877019177631377,1.0524525989957836,0.00399242728017266,0.002411826308963266,0.0012680378276854,0.0063328961841762,300.0,0.0,300.0,300.0
burgers,grid_relobralo,0.0,0.0,1.0,1.0,100.0,relobralo,50.0,4.0,burgers_grid_relobralo,5,0.4739386662564925,0.0829456323315732,0.3507427785212791,0.5718799516813865,0.06520606130361555,0.005482422849375718,0.0586075633764267,0.0709167048335075,100.0,0.0,100.0,100.0
burgers,grid_relobralo,0.0,0.0,1.0,1.0,200.0,relobralo,50.0,4.0,burgers_grid_relobralo,5,0.5103220715824635,0.036422982296450176,0.4756883917655184,0.5649165840050975,0.0646465457975864,0.00940350374482327,0.0548002943396568,0.0758178904652595,200.0,0.0,200.0,200.0
burgers,grid_relobralo,0.0,0.0,1.0,1.0,300.0,relobralo,50.0,4.0,burgers_grid_relobralo,5,0.5238456366130928,0.02795317001879104,0.4961368398605897,0.5698583300730614,0.06642688810825341,0.005492796223560248,0.0571192055940628,0.0703106001019477,300.0,0.0,300.0,300.0
burgers,moead,0.0,0.0,3.0302463512165403,4.350007559926937,50.0,,,,burgers_moead_clean,1,0.385126404599947,0.0,0.385126404599947,0.385126404599947,0.04049191996455191,1.436487510905098e-17,0.0404919199645519,0.0404919199645519,50.0,0.0,50.0,50.0
burgers,moead,0.0,0.0,4.168564367529451,6.457384868995199,50.0,,,,burgers_moead_clean,1,0.276376434315507,0.0,0.276376434315507,0.276376434315507,0.03121115453541269,1.0773656331788234e-17,0.0312111545354127,0.0312111545354127,50.0,0.0,50.0,50.0
burgers,moead,0.0,0.0,5.118704425377867,9.504686499563029,115.0,,,,burgers_moead_clean,1,0.5266559958979672,0.0,0.5266559958979672,0.5266559958979672,0.0583984963595867,0.0,0.0583984963595867,0.0583984963595867,115.0,0.0,115.0,115.0
burgers,moead,0.0,0.0,5.408831230478484,7.639373508466799,50.0,,,,burgers_moead_clean,1,0.30807081391689745,0.005822783295673137,0.3047941507238024,0.3179008034961826,0.02602028381079427,0.0031440418708350904,0.0207125302404165,0.0277895350009202,50.0,0.0,50.0,50.0
burgers,moead,0.0,0.0,5.721157860812641,4.324399520161129,165.0,,,,burgers_moead_clean,1,0.4401818803545128,0.0,0.4401818803545128,0.4401818803545128,0.0820386335253715,0.0,0.0820386335253715,0.0820386335253715,165.0,0.0,165.0,165.0
burgers,moead,0.0,0.0,5.959681608877505,6.9025006869858085,50.0,,,,burgers_moead_clean,1,0.28042835531226246,0.007414966735806683,0.2754794299440978,0.2910331953869006,0.03130922220985997,0.00047875952190225805,0.0306245032697916,0.0316287577152252,50.0,0.0,50.0,50.0
burgers,moead,0.0,0.0,5.983043672763745,6.9067245485631945,50.0,,,,burgers_moead_clean,1,0.3240371833139785,0.0,0.3240371833139785,0.3240371833139785,0.0215439740568399,0.0,0.0215439740568399,0.0215439740568399,50.0,0.0,50.0,50.0
burgers,moead,0.0,0.0,7.272725726838392,0.9281748792191568,50.0,,,,burgers_moead_clean,1,0.4424218049379333,1.1521328816827454e-16,0.4424218049379332,0.4424218049379332,0.3080140352249145,0.0,0.3080140352249145,0.3080140352249145,50.0,0.0,50.0,50.0
burgers,moead,0.0,0.0,7.272725726838392,0.9281748792191568,51.0,,,,burgers_moead_clean,1,0.2364942943479235,0.0,0.2364942943479235,0.2364942943479235,0.0962613597512245,0.0,0.0962613597512245,0.0962613597512245,51.0,0.0,51.0,51.0
burgers,nsga2,0.0,0.0,0.0010284191698828,9.710166014644376,78.0,,,,burgers_nsga2_clean,1,0.942749587997082,0.0,0.942749587997082,0.942749587997082,0.0010870427358895,0.0,0.0010870427358895,0.0010870427358895,78.0,0.0,78.0,78.0
burgers,nsga2,0.0,0.0,0.0020178481871755,6.351342337577274,166.0,,,,burgers_nsga2_clean,1,0.941040869685242,0.0,0.941040869685242,0.941040869685242,0.0008386843255721,0.0,0.0008386843255721,0.0008386843255721,166.0,0.0,166.0,166.0
burgers,nsga2,0.0,0.0,0.0216152006565138,8.358005801608257,156.0,,,,burgers_nsga2_clean,1,0.904634102900652,0.0,0.904634102900652,0.904634102900652,0.0019759631250053,0.0,0.0019759631250053,0.0019759631250053,156.0,0.0,156.0,156.0
burgers,nsga2,0.0,0.0,0.0462418344125753,4.71407873165487,140.0,,,,burgers_nsga2_clean,1,0.913136566079749,0.0,0.913136566079749,0.913136566079749,0.0031479236204177,0.0,0.0031479236204177,0.0031479236204177,140.0,0.0,140.0,140.0
burgers,nsga2,0.0,0.0,0.0462418344125753,9.773000138301006,489.0,,,,burgers_nsga2_clean,1,0.8964962517134896,0.0,0.8964962517134896,0.8964962517134896,0.0026480425149202,0.0,0.0026480425149202,0.0026480425149202,489.0,0.0,489.0,489.0
burgers,nsga2,0.0,0.0,0.048282044703259,3.068988449322104,279.0,,,,burgers_nsga2_clean,1,0.8890452101963646,0.0,0.8890452101963646,0.8890452101963646,0.0052515510469675,0.0,0.0052515510469675,0.0052515510469675,279.0,0.0,279.0,279.0
burgers,nsga2,0.0,0.0,0.0914785239858588,5.428175370925684,78.0,,,,burgers_nsga2_clean,1,0.8492027358117212,0.0,0.8492027358117212,0.8492027358117212,0.0091072544455528,0.0,0.0091072544455528,0.0091072544455528,78.0,0.0,78.0,78.0
burgers,nsga2,0.0,0.0,0.0918805008027056,8.46177458944666,242.0,,,,burgers_nsga2_clean,1,0.8375381983798472,0.0,0.8375381983798472,0.8375381983798472,0.0055253272876143,0.0,0.0055253272876143,0.0055253272876143,242.0,0.0,242.0,242.0
burgers,nsga2,0.0,0.0,0.0946122891324786,9.192149854205466,72.0,,,,burgers_nsga2_clean,1,0.8918286489291537,0.0,0.8918286489291537,0.8918286489291537,0.0055205258540809,0.0,0.0055205258540809,0.0055205258540809,72.0,0.0,72.0,72.0
burgers,nsga2,0.0,0.0,0.1061147862415463,4.741733963335175,98.0,,,,burgers_nsga2_clean,1,0.8293596620311449,0.0,0.8293596620311449,0.8293596620311449,0.0129238441586494,0.0,0.0129238441586494,0.0129238441586494,98.0,0.0,98.0,98.0
burgers,nsga2,0.0,0.0,0.1202234150555397,9.10655910976535,374.0,,,,burgers_nsga2_clean,1,0.872608909634336,0.0,0.872608909634336,0.872608909634336,0.0088567668572068,0.0,0.0088567668572068,0.0088567668572068,374.0,0.0,374.0,374.0
burgers,nsga2,0.0,0.0,0.1221806120128801,3.5329400361220267,50.0,,,,burgers_nsga2_clean,1,0.8356030009044109,0.0,0.8356030009044109,0.8356030009044109,0.0166581366211175,0.0,0.0166581366211175,0.0166581366211175,50.0,0.0,50.0,50.0
burgers,nsga2,0.0,0.0,0.1471636032404384,3.501425185396544,51.0,,,,burgers_nsga2_clean,1,0.7678545316431319,0.0,0.7678545316431319,0.7678545316431319,0.016724269837141,0.0,0.016724269837141,0.016724269837141,51.0,0.0,51.0,51.0
burgers,nsga2,0.0,0.0,0.1471636032404384,3.6028076157163875,110.0,,,,burgers_nsga2_clean,1,0.6931170622753351,0.0,0.6931170622753351,0.6931170622753351,0.0184441953897476,0.0,0.0184441953897476,0.0184441953897476,110.0,0.0,110.0,110.0
