pde,algorithm,n_obs,obs_noise,lam_data,lam_pde,n_collocation,balancer,hidden_dim,n_layers,experiment,n_seeds,f1_l2_error_mean,f1_l2_error_std,f1_l2_error_min,f1_l2_error_max,f2_pde_residual_mean,f2_pde_residual_std,f2_pde_residual_min,f2_pde_residual_max,f3_data_budget_mean,f3_data_budget_std,f3_data_budget_min,f3_data_budget_max
burgers,grid,0.0,0.0,10.0,10.0,100.0,fixed,50.0,4.0,burgers_grid_clean,5,0.5016233094596927,0.09335344163654449,0.3422424088637193,0.5825937900606258,0.07892534285783764,0.013655591025159194,0.0621773228049278,0.0979151502251625,100.0,0.0,100.0,100.0
burgers,grid,0.0,0.0,10.0,10.0,200.0,fixed,50.0,4.0,burgers_grid_clean,5,0.5064504952140519,0.04583924575784792,0.4435691764604282,0.5677726061147931,0.08929308950901031,0.01608552008631605,0.0675775110721588,0.1122777536511421,200.0,0.0,200.0,200.0
burgers,grid,0.0,0.0,10.0,10.0,300.0,fixed,50.0,4.0,burgers_grid_clean,5,0.48356020699225455,0.06176590579593691,0.3883362379031752,0.5454773747646162,0.0849759921431541,0.017757425229848998,0.0677057430148124,0.111782506108284,300.0,0.0,300.0,300.0
burgers,grid,20.0,0.01,1.0,1.0,100.0,fixed,50.0,4.0,burgers_grid_noisy_s01,5,0.4209052567338049,0.08654561224236879,0.330814740221533,0.528397614440144,0.055973625183105426,0.007563991742175348,0.0484788119792938,0.0672597661614418,120.0,0.0,120.0,120.0
burgers,grid,20.0,0.01,1.0,1.0,200.0,fixed,50.0,4.0,burgers_grid_noisy_s01,5,0.48964764231411984,0.11085196151505188,0.4072323123140321,0.6615019119009463,0.07357669472694392,0.011095380587657867,0.0583022534847259,0.0868433862924575,220.0,0.0,220.0,220.0
burgers,grid,20.0,0.01,1.0,1.0,300.0,fixed,50.0,4.0,burgers_grid_noisy_s01,5,0.48109492739445026,0.05783662395175324,0.4242536216904324,0.5759110585510562,0.07707934677600854,0.006216221565377219,0.0677545517683029,0.0837940499186515,320.0,0.0,320.0,320.0
burgers,grid,20.0,0.01,1.0,10.0,100.0,fixed,50.0,4.0,burgers_grid_noisy_s01,5,0.5745996342961508,0.014292189402312697,0.5565881924265995,0.5945225864535288,0.026485532149672458,0.0013521103424777295,0.0250929072499275,0.028344202786684,120.0,0.0,120.0,120.0
burgers,grid,20.0,0.01,1.0,10.0,200.0,fixed,50.0,4.0,burgers_grid_noisy_s01,5,0.6402762377710827,0.05461624268465087,0.5700781605528644,0.7015501807589197,0.025219593569636302,0.0030026193105828305,0.0204748138785362,0.0283817239105701,220.0,0.0,220.0,220.0
burgers,grid,20.0,0.01,1.0,10.0,300.0,fixed,50.0,4.0,burgers_grid_noisy_s01,5,0.638228423802689,0.05030091219521556,0.5851571303539367,0.7188653768548605,0.02492670491337772,0.00304213551818192,0.0218393970280885,0.0291738416999578,320.0,0.0,320.0,320.0
burgers,grid,20.0,0.01,10.0,1.0,100.0,fixed,50.0,4.0,burgers_grid_noisy_s01,5,0.4582525063542889,0.06773337409638765,0.3505078633152241,0.534819180499785,0.21942428946495057,0.036555734013792494,0.1780962496995926,0.2723631262779236,120.0,0.0,120.0,120.0
burgers,grid,20.0,0.01,10.0,1.0,200.0,fixed,50.0,4.0,burgers_grid_noisy_s01,5,0.4494620494334546,0.10721896806742377,0.3744769998195313,0.6363915443979786,0.23137500882148737,0.05013567120282633,0.1528257727622985,0.2790656983852386,220.0,0.0,220.0,220.0
