pde,algorithm,n_obs,obs_noise,n_seeds,f1_l2_mean,f1_l2_std,f2_res_mean,f2_res_std,f3_budget_mean,f3_budget_std
cylinder_wake,grid_relobralo,200.0,0.0,3,0.49705219599935746,0.004668361630718674,0.024704177346494462,0.0028449835219789706,400.0,86.60254037844386
