pde,algorithm,n_obs,obs_noise,n_seeds,lam_data_mean,lam_data_std,lam_data_min,lam_data_max,lam_pde_mean,lam_pde_std,lam_pde_min,lam_pde_max,n_collocation_mean,n_collocation_std,n_collocation_min,n_collocation_max,f1_l2_error_mean,f1_l2_error_std,f1_l2_error_min,f1_l2_error_max,f2_pde_residual_mean,f2_pde_residual_std,f2_pde_residual_min,f2_pde_residual_max,f3_data_budget_mean,f3_data_budget_std,f3_data_budget_min,f3_data_budget_max
burgers,nsga2,0,0.0,70,3.4522966180724004,3.985987690454547,0.0010284191698828604,9.972953106297043,6.899133243136453,2.4131036357492714,0.6334266628308227,9.999702782456467,147.75714285714287,121.01580154509774,50,489,0.589042162047944,0.21668678085711246,0.259301924104624,0.9427495879970819,0.030903442306277742,0.022363953579770363,0.0008386843255721033,0.09182761609554291,147.75714285714287,121.01580154509774,50.0,489.0
