pde,algorithm,n_obs,obs_noise,balancer,hidden_dim,n_layers,n_seeds,lam_data_mean,lam_data_std,lam_data_min,lam_data_max,lam_pde_mean,lam_pde_std,lam_pde_min,lam_pde_max,n_collocation_mean,n_collocation_std,n_collocation_min,n_collocation_max,f1_l2_error_mean,f1_l2_error_std,f1_l2_error_min,f1_l2_error_max,f2_pde_residual_mean,f2_pde_residual_std,f2_pde_residual_min,f2_pde_residual_max,f3_data_budget_mean,f3_data_budget_std,f3_data_budget_min,f3_data_budget_max
poisson2d,grid,0.0,0.0,fixed,50.0,4.0,135,3.7,4.48654705509838,0.1,10.0,3.6999999999999997,4.48654705509838,0.1,10.0,200.0,81.95375470622295,100.0,300.0,0.44432684574966075,0.6654737105286953,0.03012124076485634,2.70180082321167,0.15011614318247193,0.03571571738946337,0.09894616901874542,0.29237309098243713,200.0,81.95375470622295,100.0,300.0
