pde,algorithm,n_obs,obs_noise,n_seeds,f1_l2_mean,f1_l2_std,f2_res_mean,f2_res_std,f3_budget_mean,f3_budget_std
burgers,grid_gradnorm,20.0,0.0,3,0.8814757734980325,0.16053643224428157,0.011064908156792322,0.017966457707228337,220.0,86.60254037844386
