pde,n_obs,obs_noise,balancer,hidden_dim,n_layers,algorithm,n_seeds,f1_l2_error_mean,f1_l2_error_std,f1_l2_error_min,f1_l2_error_max,f2_pde_residual_mean,f2_pde_residual_std,f2_pde_residual_min,f2_pde_residual_max,f3_data_budget_mean,f3_data_budget_std,f3_data_budget_min,f3_data_budget_max,lam_data_mean,lam_data_std,lam_data_min,lam_data_max,lam_pde_mean,lam_pde_std,lam_pde_min,lam_pde_max,n_collocation_mean,n_collocation_std,n_collocation_min,n_collocation_max
burgers,0,0,fixed,50.0,4.0,baseline_fixed,5,0.452529657759256,0.0468400116868034,0.40476872439377354,0.505604894491994,0.25603797733783723,0.04229608373832535,0.21373474597930908,0.32646405696868896,200.0,0.0,200.0,200.0,10.0,0.0,10.0,10.0,1.0,0.0,1.0,1.0,200.0,0.0,200.0,200.0
