pde,algorithm,n_obs,obs_noise,n_seeds,f1_l2_mean,f1_l2_std,f2_res_mean,f2_res_std,f3_budget_mean,f3_budget_std
burgers,nsga2,0,0.0,3,0.5496688452156514,0.14789952441387744,0.05304026442269484,0.049291559251175884,225.86666666666667,147.2276500946101
