pde,algorithm,n_obs,obs_noise,lam_data,lam_pde,n_collocation,f1_l2_error,f2_pde_residual,f3_data_budget,seed
burgers,nsga2,0,0.0,0.16625982764976244,8.132889121763524,461,0.7155213691943307,0.01044653169810772,461.0,0
burgers,nsga2,0,0.0,9.350789165453895,8.1587196876612,51,0.40446542584498474,0.035034291446208954,51.0,0
burgers,nsga2,0,0.0,9.862651999762358,8.1587196876612,51,0.5917252737646821,0.032497089356184006,51.0,0
burgers,nsga2,0,0.0,9.092078383599459,7.730710043135608,59,0.33525207001413027,0.04998554661870003,59.0,0
burgers,nsga2,0,0.0,0.16625982764976244,8.132889121763524,477,0.7959858896880511,0.009071491658687592,477.0,0
burgers,nsga2,0,0.0,0.27656357331744064,7.5353775736393915,298,0.7523948041051205,0.01464832667261362,298.0,1
burgers,nsga2,0,0.0,0.27656357331744064,9.542118053449558,113,0.7617950837335361,0.012825342826545238,113.0,1
burgers,nsga2,0,0.0,9.035693089600871,3.075846715855405,292,0.42860463226343937,0.16545449197292328,292.0,1
burgers,nsga2,0,0.0,3.2979874332744226,7.884498605580616,186,0.5082882652761148,0.048114530742168427,186.0,1
burgers,nsga2,0,0.0,5.07288673922327,9.504686499563027,115,0.4474811297161787,0.05298813804984093,115.0,1
burgers,nsga2,0,0.0,6.574672715741051,5.6230943621415,118,0.46452245379011015,0.08589246869087219,118.0,2
burgers,nsga2,0,0.0,1.8798228325926678,0.5524111267033488,174,0.44837281181807415,0.1598709225654602,174.0,2
burgers,nsga2,0,0.0,1.032867965572121,6.698906036108728,375,0.5949801574119624,0.028452441096305847,375.0,2
burgers,nsga2,0,0.0,4.326875277257067,6.693303688446629,240,0.4223678867298657,0.061577312648296356,240.0,2
burgers,nsga2,0,0.0,0.920067505408834,6.001405159130575,378,0.5732754248841905,0.02874504029750824,378.0,2
