pde,algorithm,n_obs,obs_noise,n_seeds,f1_l2_mean,f1_l2_std,f2_res_mean,f2_res_std,f3_budget_mean,f3_budget_std
burgers,grid,50.0,0.0,3,0.4416439372029414,0.09207023421765907,0.0987508971658018,0.07836139264540087,250.0,82.80786712108251
