pde,algorithm,n_obs,obs_noise,balancer,hidden_dim,n_layers,n_seeds,lam_data_mean,lam_data_std,lam_data_min,lam_data_max,lam_pde_mean,lam_pde_std,lam_pde_min,lam_pde_max,n_collocation_mean,n_collocation_std,n_collocation_min,n_collocation_max,f1_l2_error_mean,f1_l2_error_std,f1_l2_error_min,f1_l2_error_max,f2_pde_residual_mean,f2_pde_residual_std,f2_pde_residual_min,f2_pde_residual_max,f3_data_budget_mean,f3_data_budget_std,f3_data_budget_min,f3_data_budget_max
burgers,grid_gradnorm,0.0,0.0,gradnorm,50.0,4.0,15,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,200.0,84.51542547285166,100.0,300.0,0.9409487622464222,0.09514390908128191,0.7283912460837763,1.1179155144347506,0.008359518530778588,0.015320992838001571,0.0011642928002402186,0.06222826987504959,200.0,84.51542547285166,100.0,300.0
