pde,algorithm,n_obs,obs_noise,n_seeds,f1_l2_mean,f1_l2_std,f2_res_mean,f2_res_std,f3_budget_mean,f3_budget_std
burgers,grid_relobralo,20.0,0.0,3,0.513917053128837,0.05212087956439296,0.06021058104104466,0.007882177815433329,220.0,86.60254037844386
